Store_ID,Product_ID,Current_Stock,Reserved_Stock,Safety_Stock,Maximum_Capacity
BST-042,PROD-016,11,4,4,60
BST-042,PROD-017,6,2,4,52
BST-042,PROD-018,7,5,4,52
BST-042,PROD-019,77,3,14,402
BST-042,PROD-020,29,5,18,500
BST-042,PROD-021,59,4,13,360
BST-042,PROD-022,54,0,10,280
BST-042,PROD-023,41,3,9,242
BST-042,PROD-024,61,4,7,200
BST-042,PROD-025,36,5,4,119
BST-042,PROD-026,14,5,4,102
BST-042,PROD-027,16,0,4,80
BST-042,PROD-028,6,2,4,80
BST-042,PROD-029,14,0,4,60
BST-042,PROD-030,8,3,4,80
BST-042,PROD-031,11,0,4,52
BST-042,PROD-032,14,0,4,52
BST-042,PROD-033,13,0,4,52
BST-042,PROD-034,13,1,4,52
BST-042,PROD-035,39,1,4,52
BST-043,PROD-001,20,2,6,182
BST-043,PROD-002,42,4,8,234
BST-043,PROD-003,20,4,5,130
BST-043,PROD-004,13,3,6,158
BST-043,PROD-005,40,0,7,196
BST-043,PROD-006,21,1,6,172
BST-043,PROD-007,49,1,6,158
BST-043,PROD-008,9,0,5,130
BST-043,PROD-009,7,0,5,144
BST-043,PROD-010,11,1,4,52
BST-043,PROD-011,22,0,4,66
BST-043,PROD-012,16,5,4,77
BST-043,PROD-013,19,0,4,77
BST-043,PROD-014,29,4,4,105
BST-043,PROD-015,6,2,4,52
BST-043,PROD-016,5,4,4,52
BST-043,PROD-017,13,4,4,52
BST-043,PROD-018,11,4,4,52
BST-043,PROD-019,14,2,9,262
BST-043,PROD-020,15,3,12,326
BST-043,PROD-021,39,5,8,234
BST-043,PROD-022,21,4,6,182
BST-043,PROD-023,11,5,6,158
BST-043,PROD-024,14,3,5,130
BST-043,PROD-025,26,2,4,77
BST-043,PROD-026,10,0,4,66
BST-043,PROD-027,9,3,4,52
BST-043,PROD-028,9,2,4,52
BST-043,PROD-029,7,2,4,52
BST-043,PROD-030,7,1,4,52
BST-043,PROD-031,3,0,4,52
BST-043,PROD-032,7,2,4,52
BST-043,PROD-033,3,0,4,52
BST-043,PROD-034,13,3,4,52
BST-043,PROD-035,39,1,4,52
BST-044,PROD-001,57,5,10,273
BST-044,PROD-002,60,4,12,350
BST-044,PROD-003,28,5,7,192
BST-044,PROD-004,56,5,8,234
BST-044,PROD-005,38,0,10,290
BST-044,PROD-006,18,1,9,252
BST-044,PROD-007,50,0,8,234
BST-044,PROD-008,25,3,7,192
BST-044,PROD-009,55,0,8,214
BST-044,PROD-010,18,2,4,77
BST-044,PROD-011,6,2,4,98
BST-044,PROD-012,13,4,4,116
BST-044,PROD-013,32,3,4,116
BST-044,PROD-014,24,3,5,154
BST-044,PROD-015,20,3,4,77
BST-044,PROD-016,14,0,4,60
BST-044,PROD-017,13,5,4,52
BST-044,PROD-018,18,1,4,52
BST-044,PROD-019,68,5,14,388
BST-044,PROD-020,76,3,17,486
BST-044,PROD-021,13,3,12,350
BST-044,PROD-022,86,4,10,273
BST-044,PROD-023,46,1,8,234
BST-044,PROD-024,17,3,7,192
BST-044,PROD-025,23,4,4,116
BST-044,PROD-026,5,3,4,98
BST-044,PROD-027,11,1,4,77
BST-044,PROD-028,7,1,4,77
BST-044,PROD-029,8,0,4,60
BST-044,PROD-030,18,1,4,77
BST-044,PROD-031,12,5,4,52
BST-044,PROD-032,15,5,4,52
BST-044,PROD-033,14,0,4,52
BST-044,PROD-034,13,0,4,52
BST-044,PROD-035,39,0,4,52
BST-045,PROD-001,48,1,11,308
BST-045,PROD-002,54,5,14,396
BST-045,PROD-003,32,2,8,220
BST-045,PROD-004,0,0,9,262
BST-045,PROD-005,0,0,12,329
BST-045,PROD-006,41,3,10,287
BST-045,PROD-007,47,2,9,262
BST-045,PROD-008,16,5,8,220
BST-045,PROD-009,54,2,9,242
BST-045,PROD-010,7,2,4,88
BST-045,PROD-011,30,4,4,108
BST-045,PROD-012,11,3,5,133
BST-045,PROD-013,34,5,5,133
BST-045,PROD-014,19,1,6,175
BST-045,PROD-015,20,5,4,88
BST-045,PROD-016,10,3,4,66
BST-045,PROD-017,6,4,4,52
BST-045,PROD-018,15,0,4,52
BST-045,PROD-019,18,5,16,441
BST-045,PROD-020,111,3,19,550
BST-045,PROD-021,79,4,14,396
BST-045,PROD-022,96,3,11,308
BST-045,PROD-023,30,3,9,262
BST-045,PROD-024,61,3,8,220
BST-045,PROD-025,20,0,5,133
BST-045,PROD-026,26,4,4,108
BST-045,PROD-027,23,2,4,88
BST-045,PROD-028,24,4,4,88
BST-045,PROD-029,19,0,4,66
BST-045,PROD-030,23,3,4,88
BST-045,PROD-031,11,0,4,52
BST-045,PROD-032,13,4,4,52
BST-045,PROD-033,9,5,4,52
BST-045,PROD-034,13,3,4,52
BST-045,PROD-035,39,1,4,52
BST-046,PROD-001,20,5,7,189
BST-046,PROD-002,31,4,9,245
BST-046,PROD-003,3,0,5,136
BST-046,PROD-004,5,2,6,161
BST-046,PROD-005,52,0,7,203
BST-046,PROD-006,25,2,6,175
BST-046,PROD-007,40,1,6,161
BST-046,PROD-008,31,4,5,136
BST-046,PROD-009,17,4,5,150
BST-046,PROD-010,9,0,4,52
BST-046,PROD-011,18,2,4,66
BST-046,PROD-012,26,0,4,80
BST-046,PROD-013,27,5,4,80
BST-046,PROD-014,27,5,4,108
BST-046,PROD-015,5,3,4,52
BST-046,PROD-016,14,5,4,52
BST-046,PROD-017,13,4,4,52
BST-046,PROD-018,14,5,4,52
BST-046,PROD-019,0,0,10,270
BST-046,PROD-020,14,2,12,340
BST-046,PROD-021,6,1,9,245
BST-046,PROD-022,23,4,7,189
BST-046,PROD-023,30,1,6,161
BST-046,PROD-024,32,1,5,136
BST-046,PROD-025,24,4,4,80
BST-046,PROD-026,16,5,4,66
BST-046,PROD-027,8,4,4,52
BST-046,PROD-028,10,5,4,52
BST-046,PROD-029,6,3,4,52
BST-046,PROD-030,9,0,4,52
BST-046,PROD-031,14,2,4,52
BST-046,PROD-032,5,5,4,52
BST-046,PROD-033,17,0,4,52
BST-046,PROD-034,13,5,4,52
BST-046,PROD-035,39,3,4,52
BST-047,PROD-001,39,3,7,186
BST-047,PROD-002,34,5,8,238
BST-047,PROD-003,34,4,5,133
BST-047,PROD-004,20,0,6,158
BST-047,PROD-005,15,1,7,196
BST-047,PROD-006,10,0,6,172
BST-047,PROD-007,3,1,6,158
BST-047,PROD-008,3,1,5,133
BST-047,PROD-009,27,5,5,144
BST-047,PROD-010,3,3,4,52
BST-047,PROD-011,9,5,4,66
BST-047,PROD-012,12,1,4,80
BST-047,PROD-013,5,5,4,80
BST-047,PROD-014,19,1,4,105
BST-047,PROD-015,11,4,4,52
BST-047,PROD-016,8,3,4,52
BST-047,PROD-017,16,5,4,52
BST-047,PROD-018,10,0,4,52
BST-047,PROD-019,13,4,9,262
BST-047,PROD-020,76,3,12,329
BST-047,PROD-021,70,5,8,238
BST-047,PROD-022,8,0,7,186
BST-047,PROD-023,31,3,6,158
BST-047,PROD-024,22,3,5,133
BST-047,PROD-025,7,0,4,80
BST-047,PROD-026,8,2,4,66
BST-047,PROD-027,14,1,4,52
BST-047,PROD-028,12,5,4,52
BST-047,PROD-029,13,2,4,52
BST-047,PROD-030,7,4,4,52
BST-047,PROD-031,11,5,4,52
BST-047,PROD-032,9,0,4,52
BST-047,PROD-033,4,2,4,52
BST-047,PROD-034,13,2,4,52
BST-047,PROD-035,39,3,4,52
BST-048,PROD-001,50,1,10,276
BST-048,PROD-002,51,2,13,357
BST-048,PROD-003,25,5,7,200
BST-048,PROD-004,38,1,8,238
BST-048,PROD-005,0,0,11,298
BST-048,PROD-006,3,1,9,259
BST-048,PROD-007,24,0,8,238
BST-048,PROD-008,15,0,7,200
BST-048,PROD-009,55,3,8,217
BST-048,PROD-010,24,3,4,80
BST-048,PROD-011,17,3,4,98
BST-048,PROD-012,21,4,4,119
BST-048,PROD-013,12,4,4,119
BST-048,PROD-014,48,0,6,158
BST-048,PROD-015,28,5,4,80
BST-048,PROD-016,15,4,4,60
BST-048,PROD-017,8,0,4,52
BST-048,PROD-018,11,2,4,52
BST-048,PROD-019,67,4,14,396
BST-048,PROD-020,16,5,18,497
BST-048,PROD-021,89,0,13,357
BST-048,PROD-022,40,2,10,276
BST-048,PROD-023,48,0,8,238
BST-048,PROD-024,44,5,7,200
BST-048,PROD-025,29,0,4,119
BST-048,PROD-026,11,5,4,98
BST-048,PROD-027,11,2,4,80
BST-048,PROD-028,9,2,4,80
BST-048,PROD-029,16,2,4,60
BST-048,PROD-030,24,2,4,80
BST-048,PROD-031,14,2,4,52
BST-048,PROD-032,15,4,4,52
BST-048,PROD-033,11,0,4,52
BST-048,PROD-034,13,1,4,52
BST-048,PROD-035,39,1,4,52
BST-049,PROD-001,40,1,6,175
BST-049,PROD-002,43,2,8,224
BST-049,PROD-003,11,3,4,126
BST-049,PROD-004,0,0,5,150
BST-049,PROD-005,0,0,7,186
BST-049,PROD-006,0,0,6,161
BST-049,PROD-007,0,0,5,150
BST-049,PROD-008,0,0,4,126
BST-049,PROD-009,0,0,5,136
BST-049,PROD-010,11,1,4,52
BST-049,PROD-011,17,5,4,63
BST-049,PROD-012,21,0,4,74
BST-049,PROD-013,23,0,4,74
BST-049,PROD-014,12,0,4,98
BST-049,PROD-015,12,4,4,52
BST-049,PROD-016,12,2,4,52
BST-049,PROD-017,13,2,4,52
BST-049,PROD-018,16,5,4,52
BST-049,PROD-019,64,1,9,248
BST-049,PROD-020,45,0,11,312
BST-049,PROD-021,34,3,8,224
BST-049,PROD-022,28,1,6,175
BST-049,PROD-023,17,3,5,150
BST-049,PROD-024,29,3,4,126
BST-049,PROD-025,15,0,4,74
BST-049,PROD-026,15,5,4,63
BST-049,PROD-027,15,1,4,52
BST-049,PROD-028,3,1,4,52
BST-049,PROD-029,17,1,4,52
BST-049,PROD-030,17,0,4,52
BST-049,PROD-031,9,2,4,52
BST-049,PROD-032,13,5,4,52
BST-049,PROD-033,13,4,4,52
BST-049,PROD-034,13,3,4,52
BST-049,PROD-035,39,1,4,52
BST-050,PROD-001,26,4,6,182
BST-050,PROD-002,23,0,8,234
BST-050,PROD-003,14,3,5,130
BST-050,PROD-004,0,0,5,154
BST-050,PROD-005,0,0,7,196
BST-050,PROD-006,0,0,6,168
BST-050,PROD-007,0,0,5,154
BST-050,PROD-008,0,0,5,130
BST-050,PROD-009,21,5,5,144
BST-050,PROD-010,8,2,4,52
BST-050,PROD-011,17,5,4,66
BST-050,PROD-012,19,0,4,77
BST-050,PROD-013,8,4,4,77
BST-050,PROD-014,3,3,4,105
BST-050,PROD-015,16,2,4,52
BST-050,PROD-016,15,1,4,52
BST-050,PROD-017,13,1,4,52
BST-050,PROD-018,14,0,4,52
BST-050,PROD-019,29,3,9,259
BST-050,PROD-020,17,1,11,326
BST-050,PROD-021,53,1,8,234
BST-050,PROD-022,9,5,6,182
BST-050,PROD-023,3,3,5,154
BST-050,PROD-024,11,1,5,130
BST-050,PROD-025,8,1,4,77
BST-050,PROD-026,3,3,4,66
BST-050,PROD-027,15,1,4,52
BST-050,PROD-028,13,4,4,52
BST-050,PROD-029,4,1,4,52
BST-050,PROD-030,6,5,4,52
BST-050,PROD-031,10,4,4,52
BST-050,PROD-032,7,0,4,52
BST-050,PROD-033,11,1,4,52
BST-050,PROD-034,13,2,4,52
BST-050,PROD-035,39,5,4,52
BST-051,PROD-001,43,0,6,164
BST-051,PROD-002,7,0,7,210
BST-051,PROD-003,17,2,4,116
BST-051,PROD-004,15,5,5,140
BST-051,PROD-005,22,1,6,175
BST-051,PROD-006,0,0,5,150
BST-051,PROD-007,19,4,5,140
BST-051,PROD-008,29,0,4,116
BST-051,PROD-009,32,1,5,130
BST-051,PROD-010,6,0,4,52
BST-051,PROD-011,13,4,4,60
BST-051,PROD-012,11,2,4,70
BST-051,PROD-013,21,3,4,70
BST-051,PROD-014,2,1,4,94
BST-051,PROD-015,14,4,4,52
BST-051,PROD-016,5,1,4,52
BST-051,PROD-017,13,4,4,52
BST-051,PROD-018,14,1,4,52
BST-051,PROD-019,48,0,8,234
BST-051,PROD-020,22,2,10,290
BST-051,PROD-021,43,1,7,210
BST-051,PROD-022,21,2,6,164
BST-051,PROD-023,22,4,5,140
BST-051,PROD-024,12,5,4,116
BST-051,PROD-025,12,1,4,70
BST-051,PROD-026,16,4,4,60
BST-051,PROD-027,16,1,4,52
BST-051,PROD-028,10,3,4,52
BST-051,PROD-029,11,2,4,52
BST-051,PROD-030,15,2,4,52
BST-051,PROD-031,7,0,4,52
BST-051,PROD-032,16,0,4,52
BST-051,PROD-033,8,3,4,52
BST-051,PROD-034,13,5,4,52
BST-051,PROD-035,39,0,4,52
BST-052,PROD-001,48,2,11,301
BST-052,PROD-002,68,3,14,388
BST-052,PROD-003,27,3,8,217
BST-052,PROD-004,0,0,9,259
BST-052,PROD-005,46,3,11,322
BST-052,PROD-006,52,4,10,280
BST-052,PROD-007,50,4,9,259
BST-052,PROD-008,9,2,8,217
BST-052,PROD-009,26,0,8,238
BST-052,PROD-010,7,5,4,88
BST-052,PROD-011,9,0,4,108
BST-052,PROD-012,9,2,5,130
BST-052,PROD-013,16,1,5,130
BST-052,PROD-014,45,0,6,172
BST-052,PROD-015,27,2,4,88
BST-052,PROD-016,14,0,4,63
BST-052,PROD-017,14,4,4,52
BST-052,PROD-018,12,5,4,52
BST-052,PROD-019,60,1,15,430
BST-052,PROD-020,141,5,19,539
BST-052,PROD-021,94,5,14,388
BST-052,PROD-022,39,4,11,301
BST-052,PROD-023,77,5,9,259
BST-052,PROD-024,36,5,8,217
BST-052,PROD-025,20,5,5,130
BST-052,PROD-026,11,0,4,108
BST-052,PROD-027,20,1,4,88
BST-052,PROD-028,5,5,4,88
BST-052,PROD-029,11,4,4,63
BST-052,PROD-030,22,2,4,88
BST-052,PROD-031,11,4,4,52
BST-052,PROD-032,7,0,4,52
BST-052,PROD-033,9,1,4,52
BST-052,PROD-034,13,4,4,52
BST-052,PROD-035,39,2,4,52
BST-053,PROD-001,35,4,9,248
BST-053,PROD-002,33,3,11,318
BST-053,PROD-003,20,5,6,178
BST-053,PROD-004,16,3,8,214
BST-053,PROD-005,0,0,9,266
BST-053,PROD-006,49,3,8,231
BST-053,PROD-007,59,5,8,214
BST-053,PROD-008,22,0,6,178
BST-053,PROD-009,51,3,7,196
BST-053,PROD-010,18,2,4,70
BST-053,PROD-011,13,5,4,88
BST-053,PROD-012,29,4,4,105
BST-053,PROD-013,23,4,4,105
BST-053,PROD-014,40,0,5,144
BST-053,PROD-015,21,4,4,70
BST-053,PROD-016,5,2,4,52
BST-053,PROD-017,17,0,4,52
BST-053,PROD-018,17,2,4,52
BST-053,PROD-019,18,3,13,357
BST-053,PROD-020,105,2,16,444
BST-053,PROD-021,69,2,11,318
BST-053,PROD-022,74,2,9,248
BST-053,PROD-023,38,4,8,214
BST-053,PROD-024,29,2,6,178
BST-053,PROD-025,32,4,4,105
BST-053,PROD-026,6,0,4,88
BST-053,PROD-027,15,4,4,70
BST-053,PROD-028,16,4,4,70
BST-053,PROD-029,19,1,4,52
BST-053,PROD-030,14,3,4,70
BST-053,PROD-031,13,1,4,52
BST-053,PROD-032,3,3,4,52
BST-053,PROD-033,17,5,4,52
BST-053,PROD-034,13,2,4,52
BST-053,PROD-035,39,4,4,52
BST-054,PROD-001,41,2,11,322
BST-054,PROD-002,62,3,15,413
BST-054,PROD-003,44,2,8,231
BST-054,PROD-004,0,0,10,276
BST-054,PROD-005,7,1,12,346
BST-054,PROD-006,21,3,11,298
BST-054,PROD-007,55,1,10,276
BST-054,PROD-008,15,3,8,231
BST-054,PROD-009,63,5,9,252
BST-054,PROD-010,27,0,4,91
BST-054,PROD-011,12,0,4,116
BST-054,PROD-012,11,2,5,136
BST-054,PROD-013,28,2,5,136
BST-054,PROD-014,56,5,7,186
BST-054,PROD-015,26,0,4,91
BST-054,PROD-016,12,0,4,70
BST-054,PROD-017,5,0,4,52
BST-054,PROD-018,5,0,4,52
BST-054,PROD-019,0,0,16,458
BST-054,PROD-020,0,0,20,574
BST-054,PROD-021,10,5,15,413
BST-054,PROD-022,74,1,11,322
BST-054,PROD-023,67,5,10,276
BST-054,PROD-024,38,2,8,231
BST-054,PROD-025,40,3,5,136
BST-054,PROD-026,21,3,4,116
BST-054,PROD-027,6,0,4,91
BST-054,PROD-028,23,1,4,91
BST-054,PROD-029,13,4,4,70
BST-054,PROD-030,21,0,4,91
BST-054,PROD-031,10,1,4,52
BST-054,PROD-032,13,3,4,52
BST-054,PROD-033,4,1,4,52
BST-054,PROD-034,9,3,4,52
BST-054,PROD-035,39,1,4,52
BST-055,PROD-001,0,0,11,301
BST-055,PROD-002,50,4,14,385
BST-055,PROD-003,31,0,8,214
BST-055,PROD-004,5,1,9,256
BST-055,PROD-005,16,3,11,322
BST-055,PROD-006,9,2,10,280
BST-055,PROD-007,45,2,9,256
BST-055,PROD-008,14,4,8,214
BST-055,PROD-009,21,1,8,234
BST-055,PROD-010,17,4,4,84
BST-055,PROD-011,17,4,4,108
BST-055,PROD-012,34,5,5,130
BST-055,PROD-013,34,0,5,130
BST-055,PROD-014,33,2,6,172
BST-055,PROD-015,23,4,4,84
BST-055,PROD-016,11,5,4,63
BST-055,PROD-017,15,2,4,52
BST-055,PROD-018,8,3,4,52
BST-055,PROD-019,16,4,15,427
BST-055,PROD-020,24,4,19,536
BST-055,PROD-021,90,3,14,385
BST-055,PROD-022,32,2,11,301
BST-055,PROD-023,44,3,9,256
BST-055,PROD-024,32,1,8,214
BST-055,PROD-025,14,4,5,130
BST-055,PROD-026,25,5,4,108
BST-055,PROD-027,5,5,4,84
BST-055,PROD-028,18,1,4,84
BST-055,PROD-029,12,3,4,63
BST-055,PROD-030,6,1,4,84
BST-055,PROD-031,10,4,4,52
BST-055,PROD-032,13,2,4,52
BST-055,PROD-033,8,0,4,52
BST-055,PROD-034,13,0,4,52
BST-055,PROD-035,39,2,4,52
BST-056,PROD-001,45,1,8,231
BST-056,PROD-002,68,4,10,298
BST-056,PROD-003,36,3,6,164
BST-056,PROD-004,28,1,7,200
BST-056,PROD-005,11,4,9,248
BST-056,PROD-006,29,1,8,214
BST-056,PROD-007,50,0,7,200
BST-056,PROD-008,3,3,6,164
BST-056,PROD-009,19,3,6,182
BST-056,PROD-010,18,5,4,66
BST-056,PROD-011,24,1,4,84
BST-056,PROD-012,26,1,4,98
BST-056,PROD-013,23,5,4,98
BST-056,PROD-014,38,0,5,133
BST-056,PROD-015,20,4,4,66
BST-056,PROD-016,13,2,4,52
BST-056,PROD-017,9,0,4,52
BST-056,PROD-018,8,2,4,52
BST-056,PROD-019,29,3,12,329
BST-056,PROD-020,69,3,15,413
BST-056,PROD-021,22,5,10,298
BST-056,PROD-022,10,0,8,231
BST-056,PROD-023,37,2,7,200
BST-056,PROD-024,5,2,6,164
BST-056,PROD-025,22,2,4,98
BST-056,PROD-026,11,0,4,84
BST-056,PROD-027,16,4,4,66
BST-056,PROD-028,12,2,4,66
BST-056,PROD-029,12,4,4,52
BST-056,PROD-030,15,4,4,66
BST-056,PROD-031,8,2,4,52
BST-056,PROD-032,13,1,4,52
BST-056,PROD-033,9,3,4,52
BST-056,PROD-034,13,2,4,52
BST-056,PROD-035,39,0,4,52
BST-057,PROD-001,23,2,4,116
BST-057,PROD-002,33,5,5,150
BST-057,PROD-003,21,4,4,84
BST-057,PROD-004,0,0,4,102
BST-057,PROD-005,0,0,4,126
BST-057,PROD-006,0,0,4,108
BST-057,PROD-007,14,4,4,102
BST-057,PROD-008,4,0,4,84
BST-057,PROD-009,15,5,4,91
BST-057,PROD-010,18,4,4,52
BST-057,PROD-011,16,5,4,52
BST-057,PROD-012,10,2,4,52
BST-057,PROD-013,0,0,4,52
BST-057,PROD-014,3,1,4,66
BST-057,PROD-015,8,3,4,52
BST-057,PROD-016,15,1,4,52
BST-057,PROD-017,13,3,4,52
BST-057,PROD-018,6,1,4,52
BST-057,PROD-019,39,2,6,168
BST-057,PROD-020,47,1,7,210
BST-057,PROD-021,46,4,5,150
BST-057,PROD-022,28,0,4,116
BST-057,PROD-023,22,0,4,102
BST-057,PROD-024,4,2,4,84
BST-057,PROD-025,8,3,4,52
BST-057,PROD-026,10,4,4,52
BST-057,PROD-027,5,0,4,52
BST-057,PROD-028,7,5,4,52
BST-057,PROD-029,13,2,4,52
BST-057,PROD-030,6,2,4,52
BST-057,PROD-031,7,2,4,52
BST-057,PROD-032,13,4,4,52
BST-057,PROD-033,13,1,4,52
BST-057,PROD-034,13,4,4,52
BST-057,PROD-035,39,4,4,52
BST-058,PROD-001,11,0,6,175
BST-058,PROD-002,42,5,8,228
BST-058,PROD-003,32,4,4,126
BST-058,PROD-004,24,1,5,150
BST-058,PROD-005,16,0,7,189
BST-058,PROD-006,11,0,6,164
BST-058,PROD-007,25,5,5,150
BST-058,PROD-008,22,0,4,126
BST-058,PROD-009,10,5,5,136
BST-058,PROD-010,9,3,4,52
BST-058,PROD-011,5,4,4,63
BST-058,PROD-012,17,4,4,77
BST-058,PROD-013,17,2,4,77
BST-058,PROD-014,7,4,4,102
BST-058,PROD-015,12,0,4,52
BST-058,PROD-016,6,4,4,52
BST-058,PROD-017,13,1,4,52
BST-058,PROD-018,18,2,4,52
BST-058,PROD-019,18,3,9,252
BST-058,PROD-020,69,1,11,315
BST-058,PROD-021,27,3,8,228
BST-058,PROD-022,47,1,6,175
BST-058,PROD-023,5,5,5,150
BST-058,PROD-024,26,2,4,126
BST-058,PROD-025,15,2,4,77
BST-058,PROD-026,17,4,4,63
BST-058,PROD-027,15,2,4,52
BST-058,PROD-028,12,2,4,52
BST-058,PROD-029,16,3,4,52
BST-058,PROD-030,10,0,4,52
BST-058,PROD-031,11,0,4,52
BST-058,PROD-032,7,3,4,52
BST-058,PROD-033,6,5,4,52
BST-058,PROD-034,13,1,4,52
BST-058,PROD-035,39,1,4,52
BST-059,PROD-001,27,5,7,192
BST-059,PROD-002,27,3,9,248
BST-059,PROD-003,14,3,5,136
BST-059,PROD-004,4,2,6,164
BST-059,PROD-005,34,4,7,206
BST-059,PROD-006,11,2,6,178
BST-059,PROD-007,27,3,6,164
BST-059,PROD-008,8,4,5,136
BST-059,PROD-009,23,5,5,150
BST-059,PROD-010,4,3,4,56
BST-059,PROD-011,14,4,4,70
BST-059,PROD-012,5,5,4,84
BST-059,PROD-013,23,1,4,84
BST-059,PROD-014,23,5,4,108
BST-059,PROD-015,20,3,4,56
BST-059,PROD-016,12,0,4,52
BST-059,PROD-017,7,4,4,52
BST-059,PROD-018,9,3,4,52
BST-059,PROD-019,23,1,10,276
BST-059,PROD-020,8,3,12,343
BST-059,PROD-021,9,2,9,248
BST-059,PROD-022,13,0,7,192
BST-059,PROD-023,32,2,6,164
BST-059,PROD-024,33,3,5,136
BST-059,PROD-025,26,4,4,84
BST-059,PROD-026,13,4,4,70
BST-059,PROD-027,9,2,4,56
BST-059,PROD-028,18,0,4,56
BST-059,PROD-029,19,1,4,52
BST-059,PROD-030,7,4,4,56
BST-059,PROD-031,7,5,4,52
BST-059,PROD-032,17,0,4,52
BST-059,PROD-033,3,0,4,52
BST-059,PROD-034,13,2,4,52
BST-059,PROD-035,39,1,4,52
BST-060,PROD-001,44,2,8,242
BST-060,PROD-002,41,4,11,308
BST-060,PROD-003,18,0,6,172
BST-060,PROD-004,31,0,7,206
BST-060,PROD-005,41,5,9,256
BST-060,PROD-006,35,0,8,224
BST-060,PROD-007,17,0,7,206
BST-060,PROD-008,45,0,6,172
BST-060,PROD-009,61,1,7,189
BST-060,PROD-010,15,3,4,70
BST-060,PROD-011,23,4,4,84
BST-060,PROD-012,25,3,4,102
BST-060,PROD-013,30,0,4,102
BST-060,PROD-014,9,3,5,136
BST-060,PROD-015,19,4,4,70
BST-060,PROD-016,19,5,4,52
BST-060,PROD-017,18,3,4,52
BST-060,PROD-018,10,1,4,52
BST-060,PROD-019,71,4,12,343
BST-060,PROD-020,7,5,15,427
BST-060,PROD-021,55,2,11,308
BST-060,PROD-022,28,5,8,242
BST-060,PROD-023,44,4,7,206
BST-060,PROD-024,16,5,6,172
BST-060,PROD-025,11,1,4,102
BST-060,PROD-026,15,5,4,84
BST-060,PROD-027,21,3,4,70
BST-060,PROD-028,5,4,4,70
BST-060,PROD-029,10,0,4,52
BST-060,PROD-030,11,4,4,70
BST-060,PROD-031,12,0,4,52
BST-060,PROD-032,9,5,4,52
BST-060,PROD-033,17,4,4,52
BST-060,PROD-034,13,3,4,52
BST-060,PROD-035,39,4,4,52
BST-061,PROD-001,56,2,12,332
BST-061,PROD-002,66,2,15,427
BST-061,PROD-003,43,3,8,238
BST-061,PROD-004,39,0,10,284
BST-061,PROD-005,55,2,13,354
BST-061,PROD-006,14,4,11,308
BST-061,PROD-007,71,5,10,284
BST-061,PROD-008,30,2,8,238
BST-061,PROD-009,72,3,9,259
BST-061,PROD-010,23,2,4,94
BST-061,PROD-011,37,5,4,119
BST-061,PROD-012,46,0,5,144
BST-061,PROD-013,26,4,5,144
BST-061,PROD-014,23,3,7,189
BST-061,PROD-015,20,3,4,94
BST-061,PROD-016,8,1,4,70
BST-061,PROD-017,17,1,4,52
BST-061,PROD-018,9,0,4,52
BST-061,PROD-019,72,5,17,472
BST-061,PROD-020,111,5,21,592
BST-061,PROD-021,86,0,15,427
BST-061,PROD-022,71,1,12,332
BST-061,PROD-023,41,5,10,284
BST-061,PROD-024,19,0,8,238
BST-061,PROD-025,23,1,5,144
BST-061,PROD-026,11,4,4,119
BST-061,PROD-027,25,2,4,94
BST-061,PROD-028,29,0,4,94
BST-061,PROD-029,6,5,4,70
BST-061,PROD-030,24,4,4,94
BST-061,PROD-031,12,5,4,52
BST-061,PROD-032,13,1,4,52
BST-061,PROD-033,17,4,4,52
BST-061,PROD-034,11,0,4,52
BST-061,PROD-035,39,5,4,52
BST-062,PROD-001,28,4,5,147
BST-062,PROD-002,13,2,7,189
BST-062,PROD-003,6,4,4,105
BST-062,PROD-004,0,0,4,126
BST-062,PROD-005,0,0,6,158
BST-062,PROD-006,0,0,5,136
BST-062,PROD-007,24,5,4,126
BST-062,PROD-008,22,1,4,105
BST-062,PROD-009,11,4,4,116
BST-062,PROD-010,8,1,4,52
BST-062,PROD-011,11,2,4,52
BST-062,PROD-012,20,4,4,63
BST-062,PROD-013,5,0,4,63
BST-062,PROD-014,0,0,4,84
BST-062,PROD-015,6,1,4,52
BST-062,PROD-016,16,4,4,52
BST-062,PROD-017,13,5,4,52
BST-062,PROD-018,9,5,4,52
BST-062,PROD-019,9,4,7,210
BST-062,PROD-020,79,2,9,259
BST-062,PROD-021,14,1,7,189
BST-062,PROD-022,36,5,5,147
BST-062,PROD-023,13,1,4,126
BST-062,PROD-024,16,4,4,105
BST-062,PROD-025,21,5,4,63
BST-062,PROD-026,9,1,4,52
BST-062,PROD-027,17,1,4,52
BST-062,PROD-028,13,3,4,52
BST-062,PROD-029,4,4,4,52
BST-062,PROD-030,15,3,4,52
BST-062,PROD-031,10,5,4,52
BST-062,PROD-032,17,1,4,52
BST-062,PROD-033,8,1,4,52
BST-062,PROD-034,13,0,4,52
BST-062,PROD-035,39,0,4,52
BST-063,PROD-001,46,3,7,192
BST-063,PROD-002,57,1,9,248
BST-063,PROD-003,32,0,5,136
BST-063,PROD-004,0,0,6,164
BST-063,PROD-005,0,0,7,206
BST-063,PROD-006,0,0,6,178
BST-063,PROD-007,0,0,6,164
BST-063,PROD-008,0,0,5,136
BST-063,PROD-009,0,0,5,150
BST-063,PROD-010,10,5,4,56
BST-063,PROD-011,13,5,4,70
BST-063,PROD-012,12,2,4,84
BST-063,PROD-013,5,1,4,84
BST-063,PROD-014,8,1,4,108
